loja_id,user_id,like
29,1,0.5
30,1,0.0
32,1,0.0
33,1,0.0
34,1,0.0
36,1,0.5
40,1,0.0
41,1,0.5
45,1,0.0
46,1,0.5
47,1,0.5
49,1,0.0
50,1,0.0
52,1,0.5
53,1,0.5
54,1,0.0
57,1,0.5
59,1,0.0
64,1,0.0
65,1,0.0
66,1,0.0
68,1,0.0
69,1,0.0
70,1,0.0
71,1,0.0
72,1,0.0
76,1,0.5
78,1,0.0
83,1,0.0
84,1,0.5
86,1,0.5
88,1,0.0
91,1,0.0
94,1,0.0
98,1,0.0
101,1,0.5
110,1,0.0
113,1,0.0
116,1,0.0
121,1,0.0
127,1,0.5
128,1,0.0
129,1,0.0
130,1,0.0
131,1,0.5
132,1,0.5
133,1,0.5
134,1,0.5
141,1,0.5
142,1,0.5
144,1,0.0
149,1,0.0
155,1,0.0
156,1,0.5
157,1,0.0
158,1,0.0
159,1,0.5
160,1,0.0
161,1,0.0
162,1,0.5
164,1,0.0
166,1,0.5
173,1,0.0
174,1,0.0
178,1,0.0
181,1,0.0
182,1,0.0
184,1,0.5
185,1,0.0
186,1,0.0
187,1,0.0
188,1,0.0
193,1,0.0
194,1,0.0
195,1,0.5
196,1,0.0
200,1,0.0
202,1,0.0
203,1,0.5
205,1,0.0
207,1,0.5
209,1,0.0
211,1,0.0
212,1,0.0
215,1,0.0
219,1,0.0
220,1,0.0
221,1,0.0
228,1,0.0
229,1,0.0
230,1,0.0
231,1,0.5
232,1,0.0
233,1,0.0
235,1,0.0
236,1,0.5
237,1,0.5
238,1,0.0
239,1,0.0
242,1,0.0
245,1,0.0
247,1,0.5
248,1,0.5
249,1,0.0
250,1,0.0
252,1,0.0
253,1,0.0
254,1,0.5
255,1,0.0
257,1,0.5
259,1,0.0
260,1,0.0
264,1,0.0
265,1,0.0
267,1,0.0
268,1,0.5
270,1,0.0
271,1,0.0
272,1,0.0
273,1,0.0
276,1,0.0
277,1,0.0
280,1,0.0
283,1,0.0
284,1,0.0
285,1,0.0
286,1,0.0
290,1,0.0
292,1,0.5
293,1,0.5
294,1,0.0
296,1,0.5
297,1,0.0
299,1,0.0
300,1,0.0
302,1,0.0
303,1,0.5
304,1,0.5
305,1,0.5
306,1,0.0
308,1,0.5
310,1,0.5
311,1,0.0
317,1,0.0
319,1,0.5
320,1,0.5
324,1,0.5
327,1,0.5
335,1,0.0
336,1,0.0
337,1,0.0
339,1,0.0
340,1,0.0
348,1,0.0
349,1,0.5
350,1,0.0
353,1,0.0
354,1,0.0
356,1,0.0
359,1,0.5
360,1,0.5
361,1,0.0
362,1,0.5
363,1,0.5
364,1,0.0
365,1,0.5
367,1,0.0
371,1,0.0
372,1,0.5
374,1,0.5
375,1,0.0
378,1,0.0
380,1,0.5
381,1,0.5
382,1,0.0
389,1,0.5
390,1,0.5
391,1,0.0
392,1,0.0
397,1,0.5
399,1,0.0
401,1,0.5
402,1,0.5
403,1,0.0
404,1,0.0
408,1,0.5
409,1,0.0
412,1,0.0
413,1,0.5
414,1,0.0
416,1,0.0
418,1,0.5
419,1,0.0
420,1,0.0
424,1,0.0
425,1,0.0
426,1,0.5
427,1,0.0
430,1,0.5
432,1,0.0
433,1,0.0
435,1,0.5
436,1,0.5
438,1,0.0
439,1,0.0
440,1,0.0
0,2,0.0
2,2,0.0
4,2,0.0
7,2,0.0
8,2,0.5
10,2,0.0
11,2,0.0
12,2,0.0
17,2,0.0
19,2,0.0
20,2,0.5
21,2,0.5
23,2,0.5
29,2,0.0
30,2,0.5
31,2,0.0
32,2,0.0
34,2,0.0
35,2,0.0
36,2,0.0
37,2,0.0
38,2,0.0
40,2,0.0
42,2,0.0
43,2,0.5
46,2,0.0
47,2,0.5
48,2,0.5
49,2,0.0
55,2,0.5
56,2,0.0
60,2,0.0
61,2,0.5
63,2,0.0
66,2,0.5
67,2,0.0
68,2,0.5
69,2,0.0
70,2,0.5
71,2,0.5
75,2,0.5
77,2,0.5
78,2,0.0
79,2,0.0
82,2,0.0
85,2,0.5
86,2,0.0
88,2,0.0
91,2,0.0
93,2,0.0
95,2,0.5
97,2,0.0
102,2,0.0
110,2,0.5
112,2,0.5
113,2,0.0
115,2,0.0
117,2,0.0
120,2,0.0
121,2,0.5
122,2,0.0
125,2,0.5
127,2,0.0
128,2,0.0
129,2,0.0
131,2,0.0
133,2,0.5
137,2,0.5
138,2,0.0
140,2,0.0
141,2,0.0
142,2,0.0
143,2,0.5
144,2,0.0
146,2,0.0
148,2,0.5
149,2,0.0
150,2,0.0
152,2,0.0
154,2,0.0
156,2,0.0
159,2,0.5
161,2,0.0
162,2,0.0
163,2,0.0
164,2,0.0
165,2,0.0
166,2,0.5
169,2,0.0
170,2,0.0
173,2,0.0
174,2,0.0
181,2,0.0
183,2,0.0
184,2,0.0
186,2,0.5
188,2,0.5
189,2,0.0
190,2,0.0
192,2,0.5
195,2,0.0
196,2,0.0
202,2,0.5
203,2,0.5
204,2,0.0
208,2,0.0
210,2,0.5
211,2,0.0
217,2,0.5
218,2,0.5
221,2,0.0
222,2,0.0
225,2,0.0
229,2,0.0
230,2,0.0
237,2,0.5
239,2,0.0
240,2,0.5
242,2,0.5
243,2,0.0
244,2,0.5
246,2,0.5
247,2,0.0
248,2,0.0
249,2,0.0
251,2,0.0
252,2,0.5
253,2,0.0
255,2,0.0
256,2,0.0
258,2,0.0
261,2,0.0
262,2,0.5
264,2,0.0
267,2,0.5
268,2,0.0
269,2,0.5
270,2,0.0
273,2,0.0
280,2,0.0
284,2,0.0
286,2,0.5
288,2,0.0
292,2,0.5
294,2,0.0
296,2,0.0
298,2,0.0
299,2,0.0
300,2,0.5
301,2,0.0
302,2,0.5
305,2,0.0
308,2,0.0
311,2,0.5
313,2,0.5
314,2,0.0
317,2,0.0
319,2,0.0
320,2,0.5
323,2,0.0
325,2,0.5
326,2,0.0
328,2,0.0
331,2,0.0
332,2,0.0
333,2,0.0
334,2,0.0
336,2,0.0
341,2,0.0
342,2,0.5
344,2,0.5
345,2,0.0
348,2,0.0
349,2,0.0
350,2,0.0
351,2,0.0
353,2,0.0
354,2,0.0
355,2,0.0
356,2,0.0
357,2,0.5
359,2,0.5
360,2,0.0
362,2,0.0
364,2,0.0
365,2,0.5
368,2,0.0
369,2,0.0
370,2,0.5
371,2,0.0
372,2,0.0
373,2,0.0
376,2,0.0
378,2,0.0
382,2,0.5
383,2,0.0
384,2,0.5
388,2,0.5
390,2,0.0
396,2,0.0
397,2,0.5
400,2,0.0
401,2,0.0
407,2,0.0
408,2,0.0
409,2,0.5
410,2,0.0
411,2,0.5
412,2,0.0
414,2,0.5
415,2,0.0
416,2,0.0
417,2,0.0
422,2,0.5
424,2,0.0
425,2,0.0
426,2,0.5
427,2,0.0
428,2,0.0
429,2,0.0
432,2,0.5
434,2,0.0
435,2,0.0
438,2,0.0
440,2,0.0
1,3,0.0
4,3,0.0
6,3,0.5
13,3,0.0
15,3,0.0
17,3,0.5
19,3,0.0
22,3,0.5
24,3,0.0
25,3,0.0
26,3,0.0
28,3,0.5
29,3,0.0
30,3,0.5
31,3,0.0
32,3,0.0
34,3,0.0
35,3,0.0
36,3,0.0
38,3,0.0
40,3,0.5
42,3,0.0
44,3,0.5
46,3,0.0
48,3,0.0
49,3,0.0
55,3,0.0
58,3,0.5
64,3,0.0
66,3,0.5
68,3,0.5
69,3,0.0
70,3,0.5
71,3,0.0
72,3,0.0
75,3,0.0
76,3,0.0
78,3,0.0
81,3,0.5
82,3,0.0
84,3,0.5
85,3,0.5
86,3,0.5
87,3,0.0
90,3,0.0
91,3,0.0
92,3,0.0
94,3,0.0
96,3,0.0
97,3,0.0
98,3,0.5
102,3,0.5
103,3,0.0
104,3,0.0
105,3,0.0
108,3,0.5
110,3,0.5
111,3,0.5
112,3,0.0
114,3,0.0
117,3,0.0
123,3,0.5
126,3,0.0
127,3,0.5
128,3,0.5
129,3,0.0
130,3,0.0
132,3,0.0
136,3,0.0
138,3,0.0
142,3,0.5
143,3,0.5
144,3,0.0
145,3,0.0
146,3,0.0
149,3,0.0
150,3,0.5
154,3,0.0
155,3,0.0
156,3,0.0
157,3,0.5
158,3,0.5
160,3,0.5
161,3,0.5
162,3,0.0
163,3,0.5
165,3,0.5
168,3,0.5
169,3,0.0
170,3,0.0
174,3,0.0
176,3,0.0
178,3,0.0
180,3,0.0
182,3,0.0
185,3,0.5
188,3,0.0
189,3,0.0
191,3,0.5
193,3,0.5
194,3,0.0
196,3,0.5
197,3,0.0
200,3,0.5
202,3,0.0
204,3,0.0
205,3,0.0
207,3,0.0
208,3,0.0
211,3,0.0
212,3,0.0
214,3,0.0
215,3,0.5
216,3,0.0
219,3,0.0
221,3,0.0
223,3,0.0
225,3,0.0
227,3,0.0
232,3,0.0
233,3,0.0
234,3,0.0
236,3,0.0
238,3,0.0
240,3,0.0
241,3,0.0
243,3,0.5
246,3,0.0
248,3,0.0
251,3,0.0
252,3,0.0
255,3,0.5
256,3,0.0
258,3,0.0
260,3,0.5
263,3,0.5
264,3,0.0
265,3,0.0
266,3,0.0
267,3,0.5
269,3,0.0
270,3,0.0
272,3,0.0
273,3,0.5
275,3,0.0
276,3,0.0
277,3,0.0
280,3,0.0
281,3,0.0
283,3,0.5
284,3,0.5
286,3,0.5
288,3,0.5
289,3,0.0
291,3,0.5
292,3,0.0
293,3,0.0
295,3,0.0
296,3,0.5
297,3,0.0
298,3,0.0
299,3,0.0
301,3,0.0
302,3,0.0
307,3,0.0
311,3,0.0
312,3,0.0
314,3,0.0
316,3,0.0
318,3,0.5
321,3,0.0
322,3,0.0
326,3,0.0
327,3,0.5
329,3,0.0
332,3,0.0
341,3,0.5
342,3,0.5
343,3,0.0
344,3,0.0
346,3,0.5
347,3,0.0
349,3,0.5
352,3,0.0
354,3,0.0
358,3,0.0
359,3,0.5
362,3,0.5
366,3,0.0
367,3,0.0
368,3,0.0
370,3,0.0
376,3,0.0
378,3,0.0
379,3,0.0
381,3,0.0
383,3,0.5
384,3,0.5
385,3,0.0
386,3,0.0
387,3,0.0
389,3,0.5
390,3,0.0
392,3,0.0
396,3,0.0
398,3,0.0
399,3,0.0
403,3,0.0
406,3,0.0
407,3,0.0
409,3,0.0
410,3,0.5
411,3,0.0
413,3,0.0
415,3,0.0
417,3,0.0
419,3,0.5
420,3,0.0
424,3,0.0
426,3,0.0
427,3,0.0
431,3,0.0
433,3,0.5
434,3,0.5
2,4,0.5
3,4,0.0
7,4,0.0
8,4,0.0
12,4,0.0
16,4,0.0
19,4,0.0
20,4,0.0
21,4,0.0
23,4,0.0
24,4,0.0
26,4,0.0
27,4,0.0
28,4,0.0
29,4,0.0
31,4,0.0
32,4,0.0
34,4,0.0
36,4,0.5
38,4,0.0
39,4,0.0
40,4,0.5
41,4,0.0
43,4,0.0
47,4,0.5
49,4,0.0
54,4,0.0
55,4,0.5
58,4,0.5
59,4,0.0
60,4,0.0
65,4,0.0
66,4,0.0
67,4,0.0
68,4,0.5
69,4,0.0
72,4,0.0
73,4,0.0
75,4,0.0
77,4,0.0
78,4,0.5
79,4,0.0
82,4,0.0
84,4,0.0
85,4,0.0
87,4,0.0
90,4,0.0
91,4,0.5
93,4,0.0
96,4,0.0
97,4,0.5
98,4,0.0
99,4,0.0
100,4,0.0
101,4,0.0
105,4,0.0
106,4,0.5
107,4,0.5
108,4,0.0
110,4,0.0
112,4,0.0
116,4,0.0
117,4,0.0
119,4,0.5
123,4,0.0
125,4,0.5
126,4,0.5
129,4,0.0
131,4,0.0
133,4,0.0
135,4,0.0
136,4,0.0
138,4,0.0
144,4,0.0
145,4,0.5
147,4,0.0
148,4,0.5
149,4,0.0
150,4,0.0
156,4,0.0
158,4,0.0
159,4,0.0
161,4,0.0
165,4,0.0
166,4,0.5
170,4,0.0
171,4,0.0
172,4,0.0
173,4,0.0
179,4,0.5
181,4,0.0
187,4,0.5
189,4,0.0
190,4,0.5
192,4,0.0
193,4,0.0
196,4,0.0
197,4,0.0
198,4,0.0
199,4,0.0
200,4,0.0
201,4,0.5
204,4,0.0
207,4,0.0
210,4,0.0
211,4,0.0
213,4,0.0
214,4,0.0
215,4,0.0
216,4,0.0
217,4,0.0
220,4,0.0
221,4,0.0
223,4,0.0
225,4,0.0
228,4,0.0
229,4,0.0
231,4,0.0
232,4,0.0
235,4,0.5
236,4,0.0
237,4,0.0
243,4,0.0
244,4,0.5
245,4,0.0
247,4,0.0
248,4,0.0
250,4,0.5
253,4,0.0
256,4,0.5
258,4,0.5
259,4,0.0
260,4,0.0
261,4,0.0
262,4,0.5
265,4,0.0
267,4,0.0
269,4,0.0
270,4,0.5
271,4,0.0
272,4,0.5
273,4,0.0
275,4,0.0
276,4,0.5
277,4,0.0
281,4,0.0
283,4,0.0
284,4,0.5
285,4,0.0
287,4,0.5
291,4,0.0
296,4,0.5
297,4,0.0
298,4,0.0
300,4,0.0
303,4,0.0
306,4,0.0
307,4,0.0
308,4,0.0
309,4,0.0
313,4,0.0
314,4,0.0
315,4,0.0
317,4,0.0
319,4,0.0
322,4,0.5
324,4,0.0
325,4,0.0
326,4,0.0
327,4,0.0
328,4,0.0
333,4,0.5
334,4,0.5
335,4,0.5
336,4,0.0
337,4,0.0
341,4,0.5
342,4,0.0
345,4,0.0
346,4,0.0
348,4,0.0
349,4,0.0
351,4,0.0
352,4,0.0
354,4,0.0
356,4,0.0
359,4,0.5
361,4,0.0
362,4,0.0
364,4,0.0
365,4,0.0
366,4,0.5
370,4,0.0
372,4,0.0
374,4,0.0
375,4,0.0
376,4,0.0
377,4,0.5
378,4,0.0
380,4,0.0
382,4,0.0
385,4,0.0
386,4,0.0
387,4,0.5
388,4,0.0
390,4,0.0
391,4,0.0
392,4,0.5
395,4,0.5
396,4,0.5
397,4,0.5
399,4,0.0
400,4,0.5
403,4,0.0
404,4,0.0
405,4,0.0
406,4,0.5
407,4,0.0
408,4,0.0
414,4,0.0
415,4,0.0
422,4,0.5
423,4,0.0
424,4,0.0
426,4,0.0
428,4,0.0
430,4,0.0
431,4,0.0
432,4,0.5
433,4,0.5
434,4,0.0
438,4,0.0
440,4,0.0
1,5,0.5
3,5,0.0
5,5,0.0
7,5,0.0
8,5,0.5
9,5,0.0
11,5,0.0
13,5,0.5
14,5,0.0
15,5,0.5
18,5,0.5
19,5,0.5
20,5,0.0
21,5,0.0
22,5,0.5
25,5,0.0
26,5,0.0
27,5,0.0
28,5,0.0
31,5,0.0
32,5,0.5
33,5,0.0
36,5,0.5
39,5,0.5
40,5,0.5
41,5,0.5
42,5,0.0
43,5,0.5
44,5,0.0
45,5,0.0
49,5,0.5
50,5,0.5
51,5,0.0
52,5,0.0
53,5,0.0
55,5,0.0
57,5,0.0
59,5,0.0
61,5,0.0
63,5,0.5
65,5,0.0
69,5,0.0
72,5,0.0
74,5,0.0
75,5,0.0
77,5,0.0
79,5,0.5
81,5,0.0
85,5,0.0
87,5,0.0
88,5,0.5
90,5,0.0
93,5,0.0
94,5,0.0
99,5,0.5
104,5,0.0
108,5,0.0
109,5,0.5
110,5,0.0
111,5,0.0
113,5,0.0
115,5,0.0
117,5,0.5
120,5,0.0
124,5,0.0
127,5,0.0
130,5,0.5
131,5,0.5
132,5,0.0
134,5,0.0
135,5,0.5
137,5,0.0
138,5,0.0
140,5,0.0
141,5,0.5
143,5,0.5
144,5,0.5
147,5,0.0
148,5,0.0
149,5,0.5
151,5,0.0
152,5,0.0
153,5,0.5
154,5,0.0
155,5,0.5
156,5,0.0
157,5,0.5
158,5,0.0
159,5,0.0
160,5,0.5
161,5,0.5
162,5,0.5
165,5,0.0
166,5,0.5
167,5,0.5
168,5,0.0
171,5,0.0
174,5,0.0
176,5,0.0
177,5,0.5
178,5,0.0
181,5,0.0
184,5,0.5
185,5,0.0
191,5,0.5
192,5,0.0
193,5,0.5
194,5,0.0
196,5,0.0
197,5,0.0
198,5,0.0
204,5,0.0
205,5,0.0
209,5,0.0
211,5,0.5
212,5,0.5
215,5,0.0
217,5,0.5
219,5,0.5
220,5,0.0
222,5,0.0
224,5,0.5
225,5,0.5
226,5,0.0
229,5,0.0
230,5,0.0
231,5,0.0
234,5,0.0
239,5,0.5
241,5,0.0
246,5,0.5
247,5,0.0
253,5,0.5
254,5,0.5
255,5,0.5
256,5,0.0
257,5,0.5
260,5,0.0
267,5,0.0
272,5,0.0
275,5,0.5
277,5,0.0
278,5,0.0
281,5,0.5
282,5,0.0
283,5,0.0
284,5,0.0
285,5,0.0
286,5,0.0
287,5,0.0
288,5,0.0
289,5,0.5
291,5,0.0
292,5,0.0
294,5,0.0
301,5,0.0
302,5,0.0
304,5,0.5
305,5,0.0
308,5,0.0
309,5,0.0
312,5,0.0
315,5,0.0
316,5,0.5
318,5,0.0
319,5,0.0
322,5,0.0
324,5,0.5
326,5,0.0
327,5,0.0
329,5,0.0
330,5,0.0
331,5,0.5
333,5,0.0
334,5,0.5
335,5,0.0
337,5,0.5
339,5,0.0
341,5,0.5
347,5,0.0
349,5,0.0
352,5,0.5
353,5,0.0
359,5,0.0
360,5,0.5
362,5,0.5
365,5,0.0
367,5,0.0
368,5,0.5
369,5,0.5
370,5,0.5
371,5,0.0
372,5,0.0
373,5,0.0
375,5,0.0
376,5,0.0
378,5,0.0
379,5,0.0
382,5,0.0
388,5,0.0
390,5,0.5
393,5,0.0
394,5,0.0
396,5,0.5
397,5,0.0
399,5,0.0
401,5,0.0
403,5,0.0
407,5,0.0
408,5,0.5
409,5,0.0
410,5,0.0
411,5,0.0
414,5,0.0
415,5,0.0
419,5,0.0
421,5,0.0
422,5,0.0
425,5,0.0
427,5,0.0
432,5,0.0
433,5,0.0
434,5,0.5
437,5,0.0
438,5,0.5
440,5,0.0
2,6,0.5
4,6,0.0
6,6,0.5
7,6,0.5
8,6,0.5
10,6,0.5
12,6,0.0
13,6,0.0
15,6,0.0
16,6,0.0
18,6,0.0
20,6,0.5
21,6,0.0
22,6,0.0
24,6,0.0
25,6,0.5
26,6,0.0
28,6,0.5
30,6,0.5
31,6,0.5
32,6,0.5
33,6,0.0
34,6,0.0
35,6,0.5
36,6,0.0
37,6,0.0
39,6,0.0
40,6,0.5
41,6,0.0
42,6,0.0
44,6,0.5
45,6,0.0
46,6,0.0
47,6,0.5
50,6,0.0
53,6,0.0
55,6,0.5
57,6,0.0
58,6,0.0
61,6,0.5
63,6,0.0
64,6,0.0
67,6,0.5
68,6,0.0
70,6,0.0
71,6,0.5
73,6,0.5
74,6,0.0
78,6,0.0
79,6,0.0
80,6,0.0
81,6,0.0
86,6,0.5
87,6,0.0
88,6,0.5
90,6,0.5
91,6,0.5
92,6,0.5
93,6,0.5
94,6,0.5
95,6,0.0
97,6,0.0
98,6,0.5
99,6,0.0
101,6,0.5
104,6,0.0
105,6,0.5
109,6,0.0
117,6,0.0
118,6,0.0
121,6,0.0
122,6,0.0
124,6,0.0
126,6,0.0
128,6,0.5
131,6,0.0
134,6,0.5
135,6,0.5
138,6,0.0
143,6,0.0
145,6,0.5
146,6,0.0
147,6,0.5
149,6,0.0
150,6,0.0
151,6,0.5
152,6,0.0
154,6,0.0
155,6,0.0
157,6,0.0
161,6,0.0
163,6,0.0
167,6,0.0
169,6,0.5
172,6,0.0
173,6,0.0
174,6,0.0
180,6,0.0
183,6,0.5
184,6,0.0
187,6,0.5
188,6,0.0
189,6,0.5
190,6,0.0
191,6,0.0
192,6,0.5
196,6,0.5
199,6,0.0
200,6,0.0
201,6,0.0
202,6,0.0
204,6,0.0
206,6,0.0
208,6,0.0
211,6,0.5
213,6,0.5
214,6,0.0
215,6,0.5
217,6,0.0
219,6,0.0
222,6,0.5
223,6,0.0
224,6,0.5
225,6,0.0
226,6,0.0
228,6,0.0
229,6,0.0
230,6,0.0
232,6,0.5
233,6,0.0
234,6,0.5
235,6,0.0
237,6,0.0
238,6,0.0
239,6,0.5
240,6,0.5
241,6,0.0
242,6,0.5
246,6,0.0
247,6,0.0
248,6,0.0
249,6,0.5
251,6,0.5
252,6,0.0
253,6,0.0
259,6,0.0
260,6,0.0
267,6,0.0
268,6,0.0
269,6,0.0
270,6,0.0
272,6,0.0
273,6,0.0
274,6,0.0
275,6,0.0
279,6,0.0
280,6,0.0
281,6,0.0
283,6,0.0
293,6,0.5
297,6,0.0
298,6,0.0
300,6,0.5
302,6,0.0
303,6,0.5
305,6,0.0
309,6,0.0
311,6,0.0
312,6,0.0
314,6,0.0
317,6,0.0
322,6,0.0
326,6,0.5
328,6,0.0
329,6,0.0
330,6,0.5
331,6,0.0
332,6,0.0
333,6,0.5
335,6,0.0
336,6,0.0
339,6,0.0
340,6,0.5
343,6,0.0
345,6,0.0
346,6,0.0
347,6,0.0
351,6,0.5
352,6,0.5
354,6,0.0
356,6,0.5
357,6,0.0
358,6,0.0
359,6,0.5
361,6,0.0
362,6,0.0
365,6,0.0
369,6,0.0
372,6,0.0
374,6,0.0
376,6,0.0
377,6,0.0
379,6,0.0
380,6,0.0
383,6,0.5
386,6,0.0
387,6,0.5
388,6,0.0
390,6,0.0
391,6,0.0
397,6,0.0
398,6,0.5
399,6,0.0
405,6,0.5
406,6,0.0
408,6,0.0
409,6,0.0
410,6,0.0
411,6,0.0
413,6,0.0
416,6,0.0
419,6,0.0
424,6,0.0
427,6,0.0
428,6,0.0
433,6,0.0
435,6,0.5
436,6,0.0
437,6,0.0
439,6,0.0
0,7,0.0
1,7,0.5
3,7,0.0
5,7,0.0
7,7,0.5
8,7,0.0
10,7,0.0
15,7,0.5
16,7,0.5
17,7,0.0
18,7,0.5
21,7,0.0
23,7,0.5
25,7,0.0
27,7,0.0
29,7,0.5
31,7,0.0
32,7,0.0
33,7,0.0
36,7,0.0
38,7,0.0
39,7,0.0
40,7,0.0
42,7,0.0
43,7,0.0
45,7,0.0
47,7,0.0
48,7,0.0
51,7,0.0
52,7,0.0
53,7,0.5
54,7,0.0
55,7,0.0
56,7,0.5
57,7,0.0
58,7,0.5
60,7,0.0
61,7,0.5
63,7,0.0
64,7,0.5
65,7,0.5
68,7,0.0
70,7,0.0
74,7,0.5
75,7,0.5
77,7,0.5
78,7,0.0
79,7,0.0
80,7,0.0
83,7,0.5
85,7,0.0
86,7,0.0
88,7,0.0
89,7,0.5
93,7,0.5
95,7,0.0
99,7,0.0
100,7,0.0
101,7,0.0
103,7,0.0
104,7,0.5
105,7,0.0
108,7,0.0
110,7,0.5
111,7,0.5
115,7,0.0
117,7,0.0
119,7,0.5
126,7,0.0
127,7,0.0
129,7,0.0
132,7,0.0
134,7,0.0
136,7,0.0
137,7,0.5
138,7,0.5
142,7,0.5
143,7,0.0
145,7,0.5
148,7,0.0
149,7,0.5
153,7,0.0
154,7,0.0
155,7,0.0
157,7,0.0
159,7,0.0
160,7,0.0
162,7,0.0
164,7,0.5
165,7,0.0
167,7,0.0
168,7,0.0
170,7,0.5
171,7,0.0
172,7,0.0
174,7,0.0
176,7,0.0
181,7,0.0
182,7,0.0
185,7,0.0
188,7,0.5
189,7,0.0
190,7,0.0
201,7,0.0
202,7,0.5
204,7,0.0
205,7,0.5
206,7,0.0
207,7,0.0
208,7,0.0
209,7,0.5
210,7,0.5
211,7,0.0
212,7,0.5
213,7,0.0
214,7,0.5
216,7,0.5
217,7,0.0
218,7,0.0
219,7,0.0
220,7,0.0
221,7,0.0
223,7,0.0
224,7,0.0
226,7,0.0
227,7,0.0
229,7,0.0
230,7,0.5
233,7,0.0
235,7,0.0
237,7,0.0
239,7,0.0
240,7,0.5
242,7,0.5
243,7,0.0
244,7,0.0
245,7,0.0
247,7,0.0
